Text,Marked,Labels
लिटि धातोरनभ्यासस्य,लिटि+धातोः+अनभ्यासस्य, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ष्यङः सम्प्रसारणं पुत्रपत्योस्तत्पुरुषे,ष्यङः+सम्प्रसारणम्+पुत्रपत्योः+तत्पुरुषे, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
वचिस्वपियजादीनां किति,वचिस्वपियजादीनाम्+किति, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ग्रहिज्यावयिव्यधिवष्टिविचतिवृश्चतिपृच्छतिभृज्जतीनां ङिति च,ग्रहिज्यावयिव्यधिवष्टिविचतिवृश्चतिपृच्छतिभृज्जतीनाम्+ङिति+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP
लिट्यभ्यासस्योभयेषाम्,लिटि+अभ्यासस्य+उभयेषाम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
स्वापेश्चङि,स्वापेः+चङि, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
स्वपिस्यमिव्येञां यङि,स्वपिस्यमिव्येञाम्+यङि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
प्रतेश्च,प्रतेः+च, NSP NSP NSP NSP NSP NSP SP NSP
विभाषाऽभ्यवपूर्वस्य,विभाषा+अभ्यवपूर्वस्य, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
शृतं पाके,शृतम्+पाके, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
लिड्यङोश्च,लिड्यङोः+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
बहुलं छन्दसि,बहुलम्+छन्दसि, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अपस्पृधेथामानृचुरानृहुश्चिच्युषेतित्याजश्राताःश्रितमाशीराशीर्त्तः,अपस्पृधेथाम्+आनृचुः+आनृहुः+चिच्युषे+तित्याज+श्राताः+श्रितम्+आशीर्+आशीर्त्ताः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
लिटि वयो यः,लिटि+वयः+यः, NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP
वश्चास्यान्यतरस्याम् किति,वः+च+अस्य+अन्यतरस्याम्+किति, NSP NSP SP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ज्यश्च,ज्यः+च, NSP NSP NSP NSP SP NSP
व्यश्च,व्यः+च, NSP NSP NSP NSP SP NSP
आदेच उपदेशेऽशिति,आत्+एचः+उपदेशे+अशिति, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
न व्यो लिटि,न+व्यः+लिटि, NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP
स्फुरतिस्फुलत्योर्घञि,स्फुरतिस्फुलत्योः+घञि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
क्रीङ्जीनां णौ,क्रीङ्जीनाम्+णौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
सिध्यतेरपारलौकिके,सिध्यतेः+अपारलौकिके, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
मीनातिमिनोतिदीङां ल्यपि च,मीनातिमिनोतिदीङाम्+ल्यपि+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
खिदेश्छन्दसि,खिदेः+छन्दसि, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अपगुरो णमुलि,अपगुरः+णमुलि, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
चिस्फुरोर्णौ,चिस्फुरोः+णौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
बिभेतेर्हेतुभये,बिभेतेः+हेतुभये, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
नित्यं स्मयतेः,नित्यम्+स्मयतेः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
सृजिदृशोर्झल्यमकिति,सृजिदृशोः+झलि+अम्+अकिति, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP
अनुदात्तस्य चर्दुपधस्यान्यतरस्याम्,अनुदात्तस्य+च+ऋदुपधस्य+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
शीर्षंश्छन्दसि,शीर्षन्+छन्दसि, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
णो नः,णः+नः, NSP NSP SP NSP NSP
लोपो व्योर्वलि,लोपः+व्योः+वलि, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP
वेरपृक्तस्य,वेः+अपृक्तस्य, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
हल्ङ्याब्भ्यो दीर्घात्‌ सुतिस्यपृक्तं हल्,हल्ङ्याब्भ्यः+दीर्घात्+सुतिसि+अपृक्तम्+हल्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
एङ्ह्रस्वात्‌ सम्बुद्धेः,एङ्ह्रस्वात्+सम्बुद्धेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
शेश्छन्दसि बहुलम्,शेः+छन्दसि+बहुलम्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
आङ्माङोश्च,आङ्माङोः+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
पदान्ताद्वा,पदान्तात्+वा, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
इको यणचि,इकः+यण्+अचि, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP
एचोऽयवायावः,एचः+अयवायावः, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
वान्तो यि प्रत्यये,वान्तः+यि+प्रत्यये, NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
धातोस्तन्निमित्तस्यैव,धातोः+तन्निमित्तस्य+एव, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
क्रय्यस्तदर्थे,क्रय्यः+तदर्थे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
भय्यप्रवय्ये च च्छन्दसि,भय्यप्रवय्ये+च+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
अन्तादिवच्च,अन्तादिवत्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
षत्वतुकोरसिद्धः,षत्वतुकोः+असिद्धः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
आद्गुणः,आत्+गुणः, NSP NSP NSP SP NSP NSP NSP NSP
वृद्धिरेचि,वृद्धिः+एचि, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
आटश्च,आटः+च, NSP NSP NSP SP NSP
उपसर्गादृति धातौ,उपसर्गात्+ऋति+धातौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP
वा सुप्यापिशलेः,वा+सुपि+आपिशलेः, NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
औतोऽम्शसोः,आ+ओतः+अम्शसोः, NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
ओमाङोश्च,ओमाङोः+च, NSP NSP NSP NSP NSP NSP SP NSP
उस्यपदान्तात्‌,उसि+अपदान्तात्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अतो गुणे,अतः+गुणे, NSP NSP NSP SP NSP NSP NSP NSP
अव्यक्तानुकरणस्यात इतौ,अव्यक्तानुकरणस्य+अतः+इतौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP
नाम्रेडितस्यान्त्यस्य तु वा,न+आम्रेडितस्य+अन्त्यस्य+तु+वा, NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP
तस्माच्छसो नः पुंसि,तस्मात्+शसः+नः+पुंसि, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP
नादिचि,न+आत्+इचि, NSP SP NSP NSP NSP SP NSP NSP NSP
दीर्घाज्जसि च,दीर्घात्+जसि+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP
सम्प्रसारणाच्च,सम्प्रसारणात्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
एङः पदान्तादति,एङः+पदान्तात्+अति, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
ङसिङसोश्च,ङसिङसोः+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
ऋत उत्‌,ऋतः+उत्, NSP NSP NSP SP NSP NSP NSP
ख्यत्यात्‌ परस्य,ख्यत्यात्+परस्य, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
अतो रोरप्लुतादप्लुते,अतः+रोः+अप्लुतात्+अप्लुते, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
प्रकृत्याऽन्तःपादमव्यपरे,प्रकृत्या+अन्तःपादम्+अव्यपरे, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
यजुष्युरः,यजुषि+उरः, NSP NSP NSP NSP NSP SP NSP NSP NSP
अङ्ग इत्यादौ च,अङ्गे+इत्यादौ+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
आङोऽनुनासिकश्छन्दसि,आङः+अनुनासिकः+छन्दसि, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
इकोऽसवर्णे शाकल्यस्य ह्रस्वश्च,इकः+असवर्णे+शाकल्यस्य+ह्रस्वः+च, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
ऋत्यकः,ऋति+अकः, NSP NSP NSP SP NSP NSP NSP
अप्लुतवदुपस्थिते,अप्लुतवत्+उपस्थिते, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
दिव उत्‌,दिवः+उत्, NSP NSP NSP NSP SP NSP NSP NSP
एतत्तदोः सुलोपोऽकोरनञ्समासे हलि,एतत्तदोः+सुलोपः+अकोः+अनञ्समासे+हलि, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
स्यश्छन्दसि बहुलम्,स्यः+छन्दसि+बहुलम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
सोऽचि लोपे चेत्‌ पादपूरणम्,सः+अचि+लोपे+चेत्+पादपूरणम्, NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
सुट् कात्‌ पूर्वः,सुट्+कात्+पूर्वः, NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अडभ्यासव्यवायेऽपि,अडभ्यासव्यवाये+अपि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
उपात्‌ प्रतियत्नवैकृतवाक्याध्याहारेषु,उपात्+प्रतियत्नवैकृतवाक्याध्याहारेषु, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
हिंसायां प्रतेश्च,हिंसायाम्+प्रतेः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP
अपाच्चतुष्पाच्छकुनिष्वालेखने,अपात्+चतुष्पाच्छकुनिषु+आलेखने, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
गोष्पदं सेवितासेवितप्रमाणेषु,गोष्पदम्+सेवितासेवितप्रमाणेषु, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आस्पदं प्रतिष्ठायाम्‌,आस्पदम्+प्रतिष्ठायाम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आश्चर्यमनित्ये,आश्चर्यम्+अनित्ये, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
वर्चस्केऽवस्करः,वर्चस्के+अवस्करः, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अपस्करो रथाङ्गम्,अपस्करः+रथाङ्गम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
विष्किरः शकुनिर्विकरो वा,विष्किरः+शकुनौ+वा, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP
ह्रस्वाच्चन्द्रोत्तरपदे मन्त्रे,ह्रस्वात्+चन्द्रोत्तरपदे+मन्त्रे, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
प्रतिष्कशश्च कशेः,प्रतिष्कशः+च+कशेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP
प्रस्कण्वहरिश्चन्द्रावृषी,प्रस्कण्वहरिश्चन्द्रौ+ऋषी, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
कारस्करो वृक्षः,कारस्करः+वृक्षः, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अनुदात्तं पदमेकवर्जम्‌,अनुदात्तम्+पदम्+एकवर्जम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
कर्षात्वतो घञोऽन्त उदात्तः,कर्षात्वतः+घञः+अन्तः+उदात्तः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
उञ्छादीनां च,उञ्छादीनाम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
