Text,Labels,Mapped_Text
त्रिंशच्चत्वारिंशतोर्ब्राह्मणे संज्ञायां डण्,त्रिंशच्चत्वारिंशतोः+ब्राह्मणे+संज्ञायाम्+डण्,त्रिंशच्चत्वारिंशतोर्ब्राह्मणे NSP संज्ञायां NSP डण् NSP
तद् अर्हति,तत्+अर्हति,तद् NSP अर्हति NSP
छेदादिभ्यो नित्यम्,छेदादिभ्यः+नित्यम्,छेदादिभ्यो NSP नित्यम् NSP
शीर्षच्छेदाद्यच्च,शीर्षच्छेदात्+यत्+च,शीर्षच्छेदाद्यच्च NSP
पात्राद्घंश्च,पात्रात्+घन्+च,पात्राद्घंश्च NSP
कडङ्गरदक्षिणाच्छ च,कडङ्गरदक्षिणात्+छ+च,कडङ्गरदक्षिणाच्छ NSP च NSP
यज्ञर्त्विग्भ्यां घखञौ,यज्ञर्त्विग्भ्याम्+घखञौ,यज्ञर्त्विग्भ्यां NSP घखञौ NSP
पारायणतुरायणचान्द्रायणं वर्तयति,पारायणतुरायणचान्द्रायणम्+वर्तयति,पारायणतुरायणचान्द्रायणं NSP वर्तयति NSP
संशयमापन्नः,संशयम्+आपन्नः,संशयमापन्नः NSP
योजनं गच्छति,योजनम्+गच्छति,योजनं NSP गच्छति NSP
पन्थो ण नित्यम्,पन्थः+ण+नित्यम्,पन्थो NSP ण NSP नित्यम् NSP
उत्तरपथेनाहृतं च,उत्तरपथेन+आहृतम्+च,उत्तरपथेनाहृतं NSP च NSP
तमधीष्टो भृतो भूतो भावी,तम्+अधीष्टः+भृतः+भूतः+भावी,तमधीष्टो NSP भृतो NSP भूतो NSP भावी NSP
मासाद्वयसि यत्खञौ,मासात्+वयसि+यत्खञौ,मासाद्वयसि NSP यत्खञौ NSP
द्विगोर्यप्‌,द्विगोः+यप्,द्विगोर्यप्‌ NSP
षण्मासाण्ण्यच्च,षण्मासात्+ण्यत्+च,षण्मासाण्ण्यच्च NSP
अवयसि ठंश्च,अवयसि+ठन्+च,अवयसि NSP ठंश्च NSP
द्विगोर्वा,द्विगोः+वा,द्विगोर्वा NSP
रात्र्यहस्संवत्सराच्च,रात्र्यहस्संवत्सरात्+च,रात्र्यहस्संवत्सराच्च NSP
वर्षाल्लुक् च,वर्षात्+लुक्+च,वर्षाल्लुक् NSP च NSP
वत्सरान्ताच्छश्छन्दसि,वत्सरान्तात्+छः+छन्दसि,वत्सरान्ताच्छश्छन्दसि NSP
सम्परिपूर्वात्‌ ख च,सम्परिपूर्वात्+ख+च,सम्परिपूर्वात्‌ NSP ख NSP च NSP
तदस्य ब्रह्मचर्यम्,तत्+अस्य+ब्रह्मचर्यम्,तदस्य NSP ब्रह्मचर्यम् NSP
तत्र च दीयते कार्यं भववत्‌,तत्र+च+दीयते+कार्यम्+भववत्,तत्र NSP च NSP दीयते NSP कार्यं NSP भववत्‌ NSP
व्युष्टादिभ्योऽण्,व्युष्टादिभ्यः+अण्,व्युष्टादिभ्योऽण् NSP
तेन यथाकथाचहस्ताभ्यां णयतौ,तेन+यथाकथाचहस्ताभ्याम्+णयतौ,तेन NSP यथाकथाचहस्ताभ्यां NSP णयतौ NSP
कर्मवेषाद्यत्,कर्मवेषात्+यत्,कर्मवेषाद्यत् NSP
योगाद्यच्च,योगात्+यत्+च,योगाद्यच्च NSP
कर्मण उकञ्,कर्मणः+उकञ्,कर्मण NSP उकञ् NSP
समयस्तदस्य प्राप्तम्,समयः+तत्+अस्य+प्राप्तम्,समयस्तदस्य NSP प्राप्तम् NSP
ऋतोरण्,ऋतोः+अण्,ऋतोरण् NSP
कालाद्यत्‌,कालात्+यत्,कालाद्यत्‌ NSP
विशाखाऽऽषाढादण् मन्थदण्डयोः,विशाखाऽऽषाढात्+अण्+मन्थदण्डयोः,विशाखाऽऽषाढादण् NSP मन्थदण्डयोः NSP
अनुप्रवचनादिभ्यश्छः,अनुप्रवचनादिभ्यः+छः,अनुप्रवचनादिभ्यश्छः NSP
समापनात्‌ सपूर्वपदात्‌,समापनात्+सपूर्वपदात्,समापनात्‌ NSP सपूर्वपदात्‌ NSP
